,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,path,,
302,53,12,"copenhagen, denmark",danish3,danish,female,1367,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish3.mp3,,
303,21,11,"aarhus, denmark",danish4,danish,female,1434,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish4.mp3,,
304,49,8,"egvad, denmark",danish5,danish,female,1573,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish5.mp3,,
305,19,8,"alborg, denmark",danish6,danish,male,1577,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish6.mp3,,
306,22,8,"copenhagen, denmark",danish7,danish,male,1717,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish7.mp3,,
307,28,11,"sunds, denmark",danish8,danish,female,1746,denmark,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/danish8.mp3,,
308,25,13,"kabul, zoroastrian, afghanistan",dari1,dari,female,56,afghanistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dari1.mp3,,
309,55,12,"kabul, afghanistan",dari2,dari,male,642,afghanistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dari2.mp3,,
310,20,12,"kabul, afghanistan",dari3,dari,male,968,afghanistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dari3.mp3,,
311,59,13,"kabul, afghanistan",dari4,dari,male,1754,afghanistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dari4.mp3,,
312,56,32,"kabul, afghanistan",dari5,dari,female,1868,afghanistan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dari5.mp3,,
313,39,33,"rumbek, boherat, sudan",dinka1,dinka,male,415,sudan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dinka1.mp3,,
314,38,13,"nijmegen, netherlands",dutch1,dutch,male,57,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch1.mp3,,
315,39,12,"essen, belgium",dutch10,dutch,male,913,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch10.mp3,,
316,41,14,"brugge, belgium",dutch11,dutch,male,929,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch11.mp3,,
317,36,10,"oosterbeek, netherlands",dutch12,dutch,male,956,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch12.mp3,,
318,33,10,"zwolle, netherlands",dutch13,dutch,female,1003,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch13.mp3,,
319,35,12,"zwolle, netherlands",dutch14,dutch,female,1004,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch14.mp3,,
320,23,10,"nunspeet, netherlands",dutch15,dutch,male,1223,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch15.mp3,,
321,23,12,"antwerp, belgium",dutch16,dutch,female,1260,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch16.mp3,,
322,21,12,"wilrijk, belgium",dutch17,dutch,female,1261,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch17.mp3,,
323,23,14,"antwerp, belgium",dutch18,dutch,male,1262,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch18.mp3,,
324,22,11,"heist-op-den-berg, belgium",dutch19,dutch,female,1263,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch19.mp3,,
325,41,14,"amsterdam, netherlands",dutch2,dutch,male,58,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch2.mp3,,
326,21,13,"vlaams-brabant, belgium",dutch20,dutch,female,1264,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch20.mp3,,
327,21,13,"diest, belgium",dutch21,dutch,female,1265,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch21.mp3,,
328,23,13,"essen, belgium",dutch22,dutch,female,1266,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch22.mp3,,
329,23,13,"antwerp, belgium",dutch23,dutch,male,1268,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch23.mp3,,
330,23,14,"seoul, south korea",dutch24,dutch,female,1269,south korea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch24.mp3,,
331,23,13,"wilrijk, belgium",dutch25,dutch,female,1270,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch25.mp3,,
332,23,13,"turnhout, belgium",dutch26,dutch,female,1271,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch26.mp3,,
333,21,13,"antwerp, belgium",dutch27,dutch,female,1274,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch27.mp3,,
334,22,8,"antwerp, belgium",dutch28,dutch,male,1275,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch28.mp3,,
335,29,7,"ede, netherlands",dutch29,dutch,male,1300,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch29.mp3,,
336,19,6,"alkmaar, netherlands",dutch3,dutch,male,537,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch3.mp3,,
337,21,14,"sint-niklaas, belgium",dutch30,dutch,female,1462,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch30.mp3,,
338,23,13,"antwerp, belgium",dutch31,dutch,female,1463,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch31.mp3,,
339,21,14,"brasschaat, belgium",dutch32,dutch,male,1464,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch32.mp3,,
340,22,9,"mechelen, belgium",dutch33,dutch,female,1466,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch33.mp3,,
341,22,14,"bornem, belgium",dutch34,dutch,female,1468,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch34.mp3,,
342,21,13,"mortsel, belgium",dutch35,dutch,female,1473,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch35.mp3,,
343,21,12,"turnhout, belgium",dutch36,dutch,female,1476,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch36.mp3,,
344,21,11,"antwerp, belgium",dutch37,dutch,female,1479,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch37.mp3,,
345,21,12,"beveren, belgium",dutch38,dutch,female,1481,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch38.mp3,,
346,22,10,"hardinxveld-giessendam, netherlands",dutch39,dutch,female,1482,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch39.mp3,,
347,18,10,"bilzen, flanders, belgium",dutch4,dutch,male,743,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch4.mp3,,
348,25,9,"dordrecht, netherlands",dutch40,dutch,male,1484,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch40.mp3,,
349,41,13,"deventer, netherlands",dutch41,dutch,male,1517,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch41.mp3,,
350,36,8,"schiedam, netherlands",dutch42,dutch,male,1551,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch42.mp3,,
351,21,11,"rotterdam, netherlands",dutch43,dutch,male,1705,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch43.mp3,,
352,21,12,"antwerp, belgium",dutch44,dutch,female,1740,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch44.mp3,,
353,22,2,"sint niklaas, belgium",dutch45,dutch,male,1742,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch45.mp3,,
354,22,12,"hulshout, belgium",dutch46,dutch,female,1743,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch46.mp3,,
355,37,11,"gouda, netherlands",dutch47,dutch,female,2115,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch47.mp3,,
356,54,13,"rotterdam, netherlands",dutch5,dutch,female,770,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch5.mp3,,
357,46,10,"brussels, belgium",dutch6,dutch,female,847,belgium,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch6.mp3,,
358,68,10,"amsterdam, netherlands",dutch7,dutch,male,895,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch7.mp3,,
359,35,12,"alphen aan de ryn, netherlands",dutch8,dutch,female,896,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch8.mp3,,
360,68,12,"almelo, netherlands",dutch9,dutch,female,897,netherlands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/dutch9.mp3,,
361,35,3,"okene, nigeria",ebira1,ebira,male,59,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/ebira1.mp3,,
362,25,6,"benin city, nigeria",edo1,edo,male,60,nigeria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/edo1.mp3,,
363,42,0,"pittsburgh, pennsylvania, usa",english1,english,male,61,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english1.mp3,,
364,35,0,"davenport, iowa, usa",english10,english,female,62,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english10.mp3,,
365,23,0,"miami, florida, usa",english100,english,female,63,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english100.mp3,,
366,18,0,"toronto, ontario, canada",english101,english,female,64,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english101.mp3,,
367,22,0,"torrington, connecticut, usa",english102,english,male,65,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english102.mp3,,
368,21,0,"staten island, new york, usa",english103,english,male,66,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english103.mp3,,
369,18,0,"youngstown, ohio, usa",english104,english,female,67,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english104.mp3,,
370,57,0,"windsor, ontario, canada",english105,english,male,407,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english105.mp3,,
371,39,0,"los angeles, california, usa",english106,english,female,408,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english106.mp3,,
372,19,0,"chicago, illinois, usa",english107,english,male,416,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english107.mp3,,
373,21,0,"strabane, northern ireland, uk",english108,english,male,419,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english108.mp3,,
374,26,0,"concord, new hampshire, usa",english109,english,female,420,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english109.mp3,,
375,35,0,"staffordshire, uk",english11,english,female,68,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english11.mp3,,
376,21,0,"great yarmouth, norfolk, uk",english110,english,male,421,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english110.mp3,,
377,21,0,"bombay, india",english111,english,male,426,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english111.mp3,,
378,21,0,"st. thomas, us virgin islands",english112,english,male,427,us virgin islands,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english112.mp3,,
379,31,0,"wrexham, wales, uk",english113,english,male,439,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english113.mp3,,
380,38,0,"birmingham 2, alabama, usa",english114,english,female,442,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english114.mp3,,
381,31,0,"st. albans, hertfordshire, uk",english115,english,male,443,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english115.mp3,,
382,56,0,"atlanta, georgia, usa",english116,english,male,444,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english116.mp3,,
383,60,0,"elmore, alabama, usa",english117,english,female,445,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english117.mp3,,
384,19,0,"akron, ohio, usa",english118,english,male,446,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english118.mp3,,
385,32,0,"saskatoon, saskatchewan, canada",english119,english,female,455,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english119.mp3,,
386,71,0,"leicester, uk",english12,english,female,69,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english12.mp3,,
387,65,0,"saskatoon, saskatchewan, canada",english120,english,male,456,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english120.mp3,,
388,21,0,"waconia, minnesota, usa",english121,english,male,465,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english121.mp3,,
389,20,0,"kuala lumpur, malaysia",english122,english,female,468,malaysia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english122.mp3,,
390,28,0,"riverside, california, usa",english123,english,female,469,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english123.mp3,,
391,38,0,"brooklyn, new york, usa",english124,english,male,480,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english124.mp3,,
392,28,0,"st. george, queensland, australia",english125,english,male,485,australia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english125.mp3,,
393,34,0,"cincinnati, ohio, usa",english126,english,female,487,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english126.mp3,,
394,39,0,"new britain, connecticut, usa",english127,english,male,489,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english127.mp3,,
395,20,0,"miami, florida, usa",english128,english,female,490,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english128.mp3,,
396,25,0,"blackpool, lancashire, uk",english129,english,male,492,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english129.mp3,,
397,69,0,"henley on thames, oxfordshire, uk",english13,english,male,70,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english13.mp3,,
398,32,0,"port elizabeth, south africa",english130,english,male,496,south africa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english130.mp3,,
399,23,0,"west palm beach, florida, usa",english131,english,male,497,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english131.mp3,,
400,18,0,"toronto, ontario, canada",english132,english,female,503,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english132.mp3,,
401,36,0,"norwich, new york, usa",english133,english,female,504,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english133.mp3,,
402,22,0,"belfast, northern ireland, uk",english134,english,female,506,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english134.mp3,,
403,22,0,"orange beach, alabama, usa",english135,english,male,507,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english135.mp3,,
404,25,0,"calgary, alberta, canada",english136,english,male,508,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english136.mp3,,
405,26,0,"charleston, west virginia, usa",english137,english,male,509,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english137.mp3,,
406,25,0,"palmer, alaska, usa",english138,english,female,510,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english138.mp3,,
407,20,0,"providence, rhode island, usa",english139,english,male,511,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english139.mp3,,
408,40,0,"belfast, northern ireland, uk",english14,english,male,71,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english14.mp3,,
409,43,0,"quezon city, philippines",english140,english,male,515,philippines,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english140.mp3,,
410,19,0,"york, uk",english141,english,male,516,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english141.mp3,,
411,19,0,"avon, new york, usa",english142,english,male,517,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english142.mp3,,
412,42,0,"minneapolis, minnesota, usa",english143,english,male,518,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english143.mp3,,
413,24,0,"barneys river, nova scotia, canada",english144,english,male,519,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english144.mp3,,
414,18,0,"bury st. edmunds, uk",english145,english,male,521,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english145.mp3,,
415,22,0,"blytheville, arkansas, usa",english146,english,male,522,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english146.mp3,,
416,40,0,"merced, california, usa",english147,english,female,523,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english147.mp3,,
417,31,0,"sydney, australia",english148,english,male,525,australia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english148.mp3,,
418,18,0,"lawrenceville, georgia, usa",english149,english,male,526,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english149.mp3,,
419,7,0,"norton, virginia, usa",english15,english,female,72,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english15.mp3,,
420,31,0,"brownsville, kentucky, usa",english150,english,male,527,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english150.mp3,,
421,18,0,"baltimore, maryland, usa",english151,english,male,528,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english151.mp3,,
422,18,0,"adelaide, australia",english152,english,male,529,australia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english152.mp3,,
423,35,0,"brisbane, australia",english153,english,male,533,australia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english153.mp3,,
424,28,0,"glace bay, nova scotia, canada",english154,english,male,534,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english154.mp3,,
425,35,0,"oakland, california, usa",english155,english,male,535,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english155.mp3,,
426,33,0,"dublin, ireland",english156,english,male,536,ireland,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english156.mp3,,
427,35,0,"fort worth, texas, usa",english157,english,male,538,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english157.mp3,,
428,18,0,"washington, district of columbia, usa",english158,english,female,540,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english158.mp3,,
429,18,0,"ottawa, ontario, canada",english159,english,male,541,canada,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english159.mp3,,
430,21,0,"wise, virginia, usa",english16,english,male,73,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english16.mp3,,
431,21,0,"redwood falls, minnesota, usa",english160,english,female,542,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english160.mp3,,
432,75,0,"wakefield, ohio, usa",english161,english,female,546,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english161.mp3,,
433,41,0,"delaware, ohio, usa",english162,english,female,548,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english162.mp3,,
434,41,0,"fairview park, ohio, usa",english163,english,male,547,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english163.mp3,,
435,38,0,"leeds, uk",english164,english,male,549,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english164.mp3,,
436,43,0,"detroit, michigan, usa",english165,english,female,550,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english165.mp3,,
437,18,0,"glenside, pennsylvania, usa",english166,english,male,551,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english166.mp3,,
438,43,0,"lakeview, michigan, usa",english167,english,male,552,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english167.mp3,,
439,40,0,"oceanside, california, usa",english168,english,male,554,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english168.mp3,,
440,18,0,"cleveland, mississippi, usa",english169,english,male,555,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english169.mp3,,
441,79,0,"darwin va, virginia, usa",english17,english,male,74,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english17.mp3,,
442,50,0,"belmont, mississippi, usa",english170,english,female,556,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english170.mp3,,
443,21,0,"st. louis, missouri, usa",english171,english,male,563,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english171.mp3,,
444,49,0,"kingston, jamaica",english172,english,male,564,jamaica,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english172.mp3,,
445,19,0,"libertyville, illinois, usa",english173,english,male,567,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english173.mp3,,
446,30,0,"kuching, sarawak, malaysia",english174,english,female,568,malaysia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english174.mp3,,
447,24,0,"seattle, washington, usa",english175,english,male,572,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english175.mp3,,
448,18,0,"elizabeth city, north carolina, usa",english176,english,female,573,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english176.mp3,,
449,23,0,"new orleans, louisiana, usa",english177,english,female,574,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english177.mp3,,
450,30,0,"wilkes-barre, pennsylvania, usa",english178,english,male,583,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english178.mp3,,
451,57,0,"huron, south dakota, usa",english179,english,male,584,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english179.mp3,,
452,39,0,"dickenson county, virginia, usa",english18,english,female,75,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english18.mp3,,
453,20,0,"newport, rhode island, usa",english180,english,male,585,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english180.mp3,,
454,68,0,"new eagle, pennsylvania, usa",english181,english,male,586,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english181.mp3,,
455,50,0,"troy, new york, usa",english182,english,male,590,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english182.mp3,,
456,55,0,"corriverton, guyana",english183,english,female,595,guyana,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english183.mp3,,
457,18,0,"hillsboro, oregon, usa",english184,english,female,597,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english184.mp3,,
458,38,0,"oxford, uk",english185,english,male,604,uk,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english185.mp3,,
459,39,0,"gadsden, alabama, usa",english186,english,female,605,usa,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/english186.mp3,,
